,plotID,Model,ImageName,YYYYMMDD,LAI
232,CLBJ_001,rest,S2A_MSIL2A_20200105_rest_LAI.tif,20200105,3.5120973587036133
233,CLBJ_002,rest,S2A_MSIL2A_20200105_rest_LAI.tif,20200105,3.3155696392059326
234,CLBJ_003,0030,S2B_MSIL2A_20200120_0030_LAI.tif,20200120,1.6981539726257324
235,CLBJ_001,0030,S2B_MSIL2A_20200120_0030_LAI.tif,20200120,1.8705880641937256
236,CLBJ_002,0030,S2B_MSIL2A_20200120_0030_LAI.tif,20200120,1.6752688884735107
237,CLBJ_003,0300,S2B_MSIL2A_20200120_0300_LAI.tif,20200120,1.076877474784851
238,CLBJ_001,0300,S2B_MSIL2A_20200120_0300_LAI.tif,20200120,1.1287989616394043
239,CLBJ_002,0300,S2B_MSIL2A_20200120_0300_LAI.tif,20200120,1.1899489164352417
240,CLBJ_003,rest,S2B_MSIL2A_20200120_rest_LAI.tif,20200120,3.146306037902832
241,CLBJ_001,rest,S2B_MSIL2A_20200120_rest_LAI.tif,20200120,3.497589349746704
242,CLBJ_002,rest,S2B_MSIL2A_20200120_rest_LAI.tif,20200120,3.183048725128174
243,CLBJ_003,0030,S2A_MSIL2A_20200214_0030_LAI.tif,20200214,1.907388687133789
244,CLBJ_001,0030,S2A_MSIL2A_20200214_0030_LAI.tif,20200214,1.348089337348938
245,CLBJ_002,0030,S2A_MSIL2A_20200214_0030_LAI.tif,20200214,1.9297218322753906
246,CLBJ_003,0300,S2A_MSIL2A_20200214_0300_LAI.tif,20200214,1.0711381435394287
247,CLBJ_001,0300,S2A_MSIL2A_20200214_0300_LAI.tif,20200214,1.0983220338821411
248,CLBJ_002,0300,S2A_MSIL2A_20200214_0300_LAI.tif,20200214,1.0482783317565918
249,CLBJ_003,rest,S2A_MSIL2A_20200214_rest_LAI.tif,20200214,3.2752130031585693
250,CLBJ_001,rest,S2A_MSIL2A_20200214_rest_LAI.tif,20200214,3.622889280319214
251,CLBJ_002,rest,S2A_MSIL2A_20200214_rest_LAI.tif,20200214,3.022313117980957
